Record Date,Security Type Description,Security Class Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2014-04-30,Marketable,Bonds,1463106.92415,45.594,1463152.51815,3,2014,3,2014,2,04,30
2014-04-30,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2014,3,2014,2,04,30
2014-04-30,Marketable,Floating Rate Notes,56000.5639,0,56000.5639,5,2014,3,2014,2,04,30
2014-04-30,Marketable,Notes,8027406.04059999,6755.215,8034161.25559999,2,2014,3,2014,2,04,30
2014-04-30,Marketable,Treasury Inflation-Protected Securities,989179.28498076,37.50686756,989216.79184832,4,2014,3,2014,2,04,30
2014-04-30,Nonmarketable,Hope Bonds,0,494.08810432,494.08810432,13,2014,3,2014,2,04,30
2014-03-31,Nonmarketable,Government Account Series,186051.18635582,4957942.54625047,5143994.62134093,12,2014,2,2014,1,03,31
2014-03-31,Nonmarketable,Hope Bonds,0,494.03937713,494.03937713,13,2014,2,2014,1,03,31
2014-03-31,Nonmarketable,Other,1357.58363568,0,1357.58363568,14,2014,2,2014,1,03,31
2014-03-31,Nonmarketable,State and Local Government Series,108535.94346252,0,108535.94346252,10,2014,2,2014,1,03,31
2014-03-31,Nonmarketable,United States Savings Securities,178371.99963794,0,178371.99963794,11,2014,2,2014,1,03,31
2014-03-31,Total Nonmarketable,_,507297.54168196,4958436.5856276,5465735.0160442,15,2014,2,2014,1,03,31
2014-03-31,Total Public Debt Outstanding,_,12619318.8950789,4981908.44039789,17601227.2242115,16,2014,2,2014,1,03,31
2014-03-31,Marketable,Bills,1650232.7216,1735.807,1651968.5286,1,2014,2,2014,1,03,31
2014-03-31,Marketable,Bonds,1450113.65795,38.929,1450152.58695,3,2014,2,2014,1,03,31
2014-03-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2014,2,2014,1,03,31
2014-03-31,Marketable,Floating Rate Notes,41000.3172,0,41000.3172,5,2014,2,2014,1,03,31
2014-03-31,Marketable,Notes,7986238.22979999,6654.367,7992892.59679999,2,2014,2,2014,1,03,31
2014-03-31,Marketable,Treasury Inflation-Protected Securities,984436.42684697,41.76177029,984478.18861726,4,2014,2,2014,1,03,31
2014-03-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2014,2,2014,1,03,31
2014-03-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,9,2014,2,2014,1,03,31
2014-03-31,Total Marketable,_,12112021.353397,23470.85477029,12135492.2081673,7,2014,2,2014,1,03,31
2014-02-28,Total Public Debt Outstanding,_,12492549.8605683,4970678.74665121,17463228.5135983,16,2014,2,2014,1,02,28
2014-02-28,Marketable,Bills,1612320.9417,1651.257,1613972.1987,1,2014,2,2014,1,02,28
2014-02-28,Marketable,Bonds,1437113.3049,39.271,1437152.5759,3,2014,2,2014,1,02,28
2014-02-28,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2014,2,2014,1,02,28
2014-02-28,Marketable,Floating Rate Notes,28000.1665,0,28000.1665,5,2014,2,2014,1,02,28
2014-02-28,Marketable,Notes,7942678.09439999,6656.101,7949334.19539999,2,2014,2,2014,1,02,28
2014-02-28,Marketable,Treasury Inflation-Protected Securities,967943.73850681,40.07367847,967983.81218528,4,2014,2,2014,1,02,28
2014-02-28,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2014,2,2014,1,02,28
2014-02-28,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,9,2014,2,2014,1,02,28
2014-02-28,Nonmarketable,Government Account Series,184273.12632886,4946798.01459561,5131071.04730332,12,2014,2,2014,1,02,28
2014-02-28,Nonmarketable,Hope Bonds,0,494.03937713,494.03937713,13,2014,2,2014,1,02,28
2014-02-28,Nonmarketable,Other,1385.93359366,0,1385.93359366,14,2014,2,2014,1,02,28
2014-02-28,Nonmarketable,State and Local Government Series,107174.59161086,0,107174.59161086,10,2014,2,2014,1,02,28
2014-02-28,Nonmarketable,United States Savings Securities,178679.13443808,0,178679.13443808,11,2014,2,2014,1,02,28
2014-02-28,Total Marketable,_,11988056.2460068,23386.69267847,12011442.9386853,7,2014,2,2014,1,02,28
2014-02-28,Total Nonmarketable,_,504493.61456146,4947292.05397274,5451785.57491305,15,2014,2,2014,1,02,28
2014-01-31,Nonmarketable,State and Local Government Series,110347.97782844,0,110347.97782844,10,2014,2,2014,1,01,31
2014-01-31,Nonmarketable,United States Savings Securities,178858.58078432,0,178858.58078432,11,2014,2,2014,1,01,31
2014-01-31,Total Marketable,_,11802069.783922,23251.81259727,11825321.5965193,7,2014,2,2014,1,01,31
2014-01-31,Total Nonmarketable,_,506073.40481371,4961624.72235386,5467697.96076641,15,2014,2,2014,1,01,31
2014-01-31,Total Public Debt Outstanding,_,12308143.1887357,4984876.53495113,17293019.5572857,16,2014,2,2014,1,01,31
2014-01-31,Marketable,Bills,1484437.7774,1538.878,1485976.6554,1,2014,2,2014,1,01,31
2014-01-31,Marketable,Bonds,1421109.6851,43.255,1421152.9401,3,2014,2,2014,1,01,31
2014-01-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2014,2,2014,1,01,31
2014-01-31,Marketable,Floating Rate Notes,15000.0775,0,15000.0775,5,2014,2,2014,1,01,31
2014-01-31,Marketable,Notes,7922463.82109999,6629.596,7929093.41709999,2,2014,2,2014,1,01,31
2014-01-31,Marketable,Treasury Inflation-Protected Securities,959058.42282199,40.09359727,959098.51641926,4,2014,2,2014,1,01,31
2014-01-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2014,2,2014,1,01,31
2014-01-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,9,2014,2,2014,1,01,31
2014-01-31,Nonmarketable,Government Account Series,182464.7779638,4961130.68297673,5143596.29453937,12,2014,2,2014,1,01,31
2014-01-31,Nonmarketable,Hope Bonds,0,494.03937713,494.03937713,13,2014,2,2014,1,01,31
2014-01-31,Nonmarketable,Other,1420.23964715,0,1420.23964715,14,2014,2,2014,1,01,31
2013-12-31,Total Public Debt Outstanding,_,12355426.8626055,4996544.16464242,17351971.027248,15,2014,1,2013,4,12,31
2013-12-31,Marketable,Bills,1590562.6908,1388.938,1591951.6288,1,2014,1,2013,4,12,31
2013-12-31,Marketable,Bonds,1408109.593,43.345,1408152.938,3,2014,1,2013,4,12,31
2013-12-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,5,2014,1,2013,4,12,31
2013-12-31,Marketable,Notes,7875064.94629999,6668.821,7881733.76729999,2,2014,1,2013,4,12,31
2013-12-31,Marketable,Treasury Inflation-Protected Securities,972555.13764824,40.7120778,972595.84972604,4,2014,1,2013,4,12,31
2013-12-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2014,1,2013,4,12,31
2013-12-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2014,1,2013,4,12,31
2013-12-31,Nonmarketable,Government Account Series,179999.46769712,4972909.4187874,5152907.88648452,11,2014,1,2013,4,12,31
2013-12-31,Nonmarketable,Hope Bonds,0,493.93977722,493.93977722,12,2014,1,2013,4,12,31
2013-12-31,Nonmarketable,Other,1440.19237782,0,1440.19237782,13,2014,1,2013,4,12,31
2013-12-31,Nonmarketable,State and Local Government Series,115487.82659416,0,115487.82659416,9,2014,1,2013,4,12,31
2013-12-31,Nonmarketable,United States Savings Securities,179226.17959821,0,179226.17959821,10,2014,1,2013,4,12,31
2013-12-31,Total Marketable,_,11846292.3677482,23141.8060778,11869434.173826,6,2014,1,2013,4,12,31
2013-12-31,Total Nonmarketable,_,509134.49485731,4973402.35856462,5482536.85342193,14,2014,1,2013,4,12,31
2013-11-30,Marketable,Federal Financing Bank,0,14999.99,14999.99,5,2014,1,2013,4,11,30
2013-11-30,Marketable,Notes,7795110.09909999,6675.115,7801785.21409999,2,2014,1,2013,4,11,30
2013-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2014,1,2013,4,11,30
2013-11-30,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2014,1,2013,4,11,30
2013-11-30,Nonmarketable,Government Account Series,179951.70163304,4912162.23673721,5092113.52228349,11,2014,1,2013,4,11,30
2013-11-30,Nonmarketable,Hope Bonds,0,493.93977722,493.93977722,12,2014,1,2013,4,11,30
2013-11-30,Nonmarketable,Other,1381.75064135,0,1381.75064135,13,2014,1,2013,4,11,30
2013-11-30,Nonmarketable,State and Local Government Series,118936.3866858,0,118936.3866858,9,2014,1,2013,4,11,30
2013-11-30,Nonmarketable,United States Savings Securities,179608.13631488,0,179608.13631488,10,2014,1,2013,4,11,30
2013-11-30,Total Marketable,_,11768268.3759719,23369.0544495,11791637.4304214,6,2014,1,2013,4,11,30
2013-11-30,Total Nonmarketable,_,512857.80386507,4912656.17651443,5425513.56429274,14,2014,1,2013,4,11,30
2013-11-30,Total Public Debt Outstanding,_,12281126.1798369,4936025.23096393,17217151.9947141,15,2014,1,2013,4,11,30
2013-11-30,Marketable,Bills,1619345.315,1610.382,1620955.697,1,2014,1,2013,4,11,30
2013-11-30,Marketable,Bonds,1395101.2283,52.015,1395153.2433,3,2014,1,2013,4,11,30
2013-11-30,Marketable,Treasury Inflation-Protected Securities,958711.73357187,31.5524495,958743.28602137,4,2014,1,2013,4,11,30
2013-10-31,Total Nonmarketable,_,515502.03683087,4945617.57411395,5461119.61094482,14,2014,1,2013,4,10,31
2013-10-31,Total Public Debt Outstanding,_,12187369.7360433,4968747.21198905,17156116.9480323,15,2014,1,2013,4,10,31
2013-10-31,Marketable,Bills,1543471.0636,1490.51,1544961.5736,1,2014,1,2013,4,10,31
2013-10-31,Marketable,Bonds,1379098.6364,59.598,1379158.2344,3,2014,1,2013,4,10,31
2013-10-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,5,2014,1,2013,4,10,31
2013-10-31,Marketable,Notes,7804727.2729,6548.023,7811275.2959,2,2014,1,2013,4,10,31
2013-10-31,Marketable,Treasury Inflation-Protected Securities,944570.72631238,31.5168751,944602.24318748,4,2014,1,2013,4,10,31
2013-10-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2014,1,2013,4,10,31
2013-10-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2014,1,2013,4,10,31
2013-10-31,Nonmarketable,Government Account Series,180786.36625496,4945123.63433673,5125910.00059169,11,2014,1,2013,4,10,31
2013-10-31,Nonmarketable,Hope Bonds,0,493.93977722,493.93977722,12,2014,1,2013,4,10,31
2013-10-31,Nonmarketable,Other,1344.97388932,0,1344.97388932,13,2014,1,2013,4,10,31
2013-10-31,Nonmarketable,State and Local Government Series,120597.47808174,0,120597.47808174,9,2014,1,2013,4,10,31
2013-10-31,Nonmarketable,United States Savings Securities,179792.39001485,0,179792.39001485,10,2014,1,2013,4,10,31
2013-10-31,Total Marketable,_,11671867.6992124,23129.6378751,11694997.3370875,6,2014,1,2013,4,10,31
2013-09-30,Total Public Debt Outstanding,_,11976279.2136158,4761904.32767822,16738183.5412941,15,2013,4,2013,3,09,30
2013-09-30,Marketable,Bills,1527908.6018,2063.162,1529971.7638,1,2013,4,2013,3,09,30
2013-09-30,Marketable,Bonds,1363114.0216,3044.249,1366158.2706,3,2013,4,2013,3,09,30
2013-09-30,Marketable,Federal Financing Bank,0,5695.107,5695.107,5,2013,4,2013,3,09,30
2013-09-30,Marketable,Notes,7750335.9997,7614.798,7757950.7977,2,2013,4,2013,3,09,30
2013-09-30,Marketable,Treasury Inflation-Protected Securities,936041.49759358,337.58895013,936379.08654371,4,2013,4,2013,3,09,30
2013-09-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2013,4,2013,3,09,30
2013-09-30,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2013,4,2013,3,09,30
2013-09-30,Nonmarketable,Government Account Series,60444.58357855,4742654.53523527,4803100.11881382,11,2013,4,2013,3,09,30
2013-09-30,Nonmarketable,Hope Bonds,0,493.88749282,493.88749282,12,2013,4,2013,3,09,30
2013-09-30,Nonmarketable,Other,1352.88169406,0,1352.88169406,13,2013,4,2013,3,09,30
2013-09-30,Nonmarketable,State and Local Government Series,124078.78330656,0,124078.78330656,9,2013,4,2013,3,09,30
2013-09-30,Nonmarketable,United States Savings Securities,180022.01575309,0,180022.01575309,10,2013,4,2013,3,09,30
2013-09-30,Total Marketable,_,11577400.1206936,18754.90495013,11596155.0256437,6,2013,4,2013,3,09,30
2013-09-30,Total Nonmarketable,_,398879.09292226,4743149.42272809,5142028.51565035,14,2013,4,2013,3,09,30
2013-08-31,Total Nonmarketable,_,399801.57603677,4752669.06916906,5152470.64520583,14,2013,4,2013,3,08,31
2013-08-31,Total Public Debt Outstanding,_,11967013.9489215,4771635.76070612,16738649.7096277,15,2013,4,2013,3,08,31
2013-08-31,Marketable,Bills,1635748.455,2215.686,1637964.141,1,2013,4,2013,3,08,31
2013-08-31,Marketable,Bonds,1350078.5016,3079.8503,1353158.3519,3,2013,4,2013,3,08,31
2013-08-31,Marketable,Federal Financing Bank,0,5695.107,5695.107,5,2013,4,2013,3,08,31
2013-08-31,Marketable,Notes,7658872.2316,7652.6852,7666524.9168,2,2013,4,2013,3,08,31
2013-08-31,Marketable,Treasury Inflation-Protected Securities,922513.18468478,323.36303706,922836.54772184,4,2013,4,2013,3,08,31
2013-08-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2013,4,2013,3,08,31
2013-08-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2013,4,2013,3,08,31
2013-08-31,Nonmarketable,Government Account Series,57549.81296945,4752175.18167624,4809724.99464569,11,2013,4,2013,3,08,31
2013-08-31,Nonmarketable,Hope Bonds,0,493.88749282,493.88749282,12,2013,4,2013,3,08,31
2013-08-31,Nonmarketable,Other,1368.70801058,0,1368.70801058,13,2013,4,2013,3,08,31
2013-08-31,Nonmarketable,State and Local Government Series,127632.41207957,0,127632.41207957,9,2013,4,2013,3,08,31
2013-08-31,Nonmarketable,United States Savings Securities,180269.81438717,0,180269.81438717,10,2013,4,2013,3,08,31
2013-08-31,Total Marketable,_,11567212.3728848,18966.69153706,11586179.0644218,6,2013,4,2013,3,08,31
2013-07-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2013,4,2013,3,07,31
2013-07-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2013,4,2013,3,07,31
2013-07-31,Nonmarketable,Government Account Series,99953.69504731,4801611.78545475,4901566.48050206,11,2013,4,2013,3,07,31
2013-07-31,Nonmarketable,Hope Bonds,0,493.88749282,493.88749282,12,2013,4,2013,3,07,31
2013-07-31,Nonmarketable,Other,1355.42807585,0,1355.42807585,13,2013,4,2013,3,07,31
2013-07-31,Nonmarketable,State and Local Government Series,138083.03178571,0,138083.03178571,9,2013,4,2013,3,07,31
2013-07-31,Nonmarketable,United States Savings Securities,180629.84898425,0,180629.84898425,10,2013,4,2013,3,07,31
2013-07-31,Total Marketable,_,11464020.3428317,19470.34267924,11483490.685511,6,2013,4,2013,3,07,31
2013-07-31,Total Nonmarketable,_,453002.83248312,4802105.67294757,5255108.50543069,14,2013,4,2013,3,07,31
2013-07-31,Total Public Debt Outstanding,_,11917023.1753148,4821576.01562681,16738599.1909417,15,2013,4,2013,3,07,31
2013-07-31,Marketable,Bills,1553784.2494,2173.522,1555957.7714,1,2013,4,2013,3,07,31
2013-07-31,Marketable,Bonds,1333834.2097,3325.3263,1337159.536,3,2013,4,2013,3,07,31
2013-07-31,Marketable,Federal Financing Bank,0,5695.107,5695.107,5,2013,4,2013,3,07,31
2013-07-31,Marketable,Notes,7672139.4197,7943.0372,7680082.4569,2,2013,4,2013,3,07,31
2013-07-31,Marketable,Treasury Inflation-Protected Securities,904262.46403173,333.35017924,904595.81421097,4,2013,4,2013,3,07,31
2013-06-30,Nonmarketable,Government Account Series,155293.23578347,4817399.9359052,4972693.17168867,11,2013,3,2013,2,06,30
2013-06-30,Nonmarketable,Hope Bonds,0,493.8111618,493.8111618,12,2013,3,2013,2,06,30
2013-06-30,Nonmarketable,Other,1316.81132715,0,1316.81132715,13,2013,3,2013,2,06,30
2013-06-30,Total Nonmarketable,_,525424.43810211,4817893.747067,5343317.18516911,14,2013,3,2013,2,06,30
2013-06-30,Total Public Debt Outstanding,_,11901292.1252601,4837027.93555179,16738320.0608119,15,2013,3,2013,2,06,30
2013-06-30,Marketable,Bills,1568075.5752,1874.13,1569949.7052,1,2013,3,2013,2,06,30
2013-06-30,Marketable,Bonds,1320621.5285,3538.9313,1324160.4598,3,2013,3,2013,2,06,30
2013-06-30,Marketable,Federal Financing Bank,0,5695.107,5695.107,5,2013,3,2013,2,06,30
2013-06-30,Marketable,Notes,7574018.0877,7701.0312,7581719.1189,2,2013,3,2013,2,06,30
2013-06-30,Marketable,Treasury Inflation-Protected Securities,913153.49575795,324.98898479,913478.48474274,4,2013,3,2013,2,06,30
2013-06-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2013,3,2013,2,06,30
2013-06-30,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2013,3,2013,2,06,30
2013-06-30,Nonmarketable,State and Local Government Series,154874.54637429,0,154874.54637429,9,2013,3,2013,2,06,30
2013-06-30,Nonmarketable,United States Savings Securities,180958.0160272,0,180958.0160272,10,2013,3,2013,2,06,30
2013-06-30,Total Marketable,_,11375868.687158,19134.18848479,11395002.8756427,6,2013,3,2013,2,06,30
2013-05-31,Nonmarketable,State and Local Government Series,166692.00965576,0,166692.00965576,9,2013,3,2013,2,05,31
2013-05-31,Total Marketable,_,11376763.8431029,20547.19325613,11397311.036359,6,2013,3,2013,2,05,31
2013-05-31,Total Nonmarketable,_,520386.83557413,4821124.3081222,5341511.14369633,14,2013,3,2013,2,05,31
2013-05-31,Total Public Debt Outstanding,_,11897150.678677,4841670.50137834,16738822.1800554,15,2013,3,2013,2,05,31
2013-05-31,Marketable,Bills,1605042.5062,1897.347,1606939.8532,1,2013,3,2013,2,05,31
2013-05-31,Marketable,Bonds,1307774.0762,3386.5023,1311160.5785,3,2013,3,2013,2,05,31
2013-05-31,Marketable,Federal Financing Bank,0,7111.559,7111.559,5,2013,3,2013,2,05,31
2013-05-31,Marketable,Notes,7557101.6886,7827.5602,7564929.2488,2,2013,3,2013,2,05,31
2013-05-31,Marketable,Treasury Inflation-Protected Securities,906845.57210291,324.22475613,907169.79685904,4,2013,3,2013,2,05,31
2013-05-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2013,3,2013,2,05,31
2013-05-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2013,3,2013,2,05,31
2013-05-31,Nonmarketable,Government Account Series,138165.22879254,4820630.4969604,4958795.72575294,11,2013,3,2013,2,05,31
2013-05-31,Nonmarketable,Hope Bonds,0,493.8111618,493.8111618,12,2013,3,2013,2,05,31
2013-05-31,Nonmarketable,Other,1315.19756473,0,1315.19756473,13,2013,3,2013,2,05,31
2013-05-31,Nonmarketable,United States Savings Securities,181232.5709711,0,181232.5709711,10,2013,3,2013,2,05,31
2013-04-30,Total Public Debt Outstanding,_,11943148.3023001,4885697.32694345,16828844.6292435,15,2013,3,2013,2,04,30
2013-04-30,Marketable,Bills,1692539.6677,2409.682,1694949.3497,1,2013,3,2013,2,04,30
2013-04-30,Marketable,Bonds,1291619.00275,3541.6803,1295160.68305,3,2013,3,2013,2,04,30
2013-04-30,Marketable,Federal Financing Bank,0,7111.559,7111.559,5,2013,3,2013,2,04,30
2013-04-30,Marketable,Notes,7520728.0586,7241.8942,7527969.9528,2,2013,3,2013,2,04,30
2013-04-30,Marketable,Treasury Inflation-Protected Securities,891250.84985272,318.45392321,891569.30377593,4,2013,3,2013,2,04,30
2013-04-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2013,3,2013,2,04,30
2013-04-30,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2013,3,2013,2,04,30
2013-04-30,Nonmarketable,Government Account Series,167608.98619455,4864580.24635844,5032189.23255299,11,2013,3,2013,2,04,30
2013-04-30,Nonmarketable,Hope Bonds,0,493.8111618,493.8111618,12,2013,3,2013,2,04,30
2013-04-30,Nonmarketable,Other,1288.22323817,0,1288.22323817,13,2013,3,2013,2,04,30
2013-04-30,Nonmarketable,State and Local Government Series,163573.76146776,0,163573.76146776,9,2013,3,2013,2,04,30
2013-04-30,Nonmarketable,United States Savings Securities,181558.92390689,0,181558.92390689,10,2013,3,2013,2,04,30
2013-04-30,Total Marketable,_,11396137.5789027,20623.26942321,11416760.8483259,6,2013,3,2013,2,04,30
2013-04-30,Total Nonmarketable,_,547010.72339737,4865074.05752024,5412084.78091761,14,2013,3,2013,2,04,30
2013-03-31,Marketable,Bills,1788158.0176,2794.272,1790952.2896,1,2013,2,2013,1,03,31
2013-03-31,Marketable,Bonds,1278669.82045,3491.0083,1282160.82875,3,2013,2,2013,1,03,31
2013-03-31,Marketable,Federal Financing Bank,0,7111.559,7111.559,5,2013,2,2013,1,03,31
2013-03-31,Marketable,Notes,7428092.1204,6896.0552,7434988.1756,2,2013,2,2013,1,03,31
2013-03-31,Marketable,Treasury Inflation-Protected Securities,882496.75135465,295.77994253,882792.53129718,4,2013,2,2013,1,03,31
2013-03-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2013,2,2013,1,03,31
2013-03-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2013,2,2013,1,03,31
2013-03-31,Nonmarketable,Government Account Series,165586.22082604,4833408.80311885,4998995.02394489,11,2013,2,2013,1,03,31
2013-03-31,Nonmarketable,Hope Bonds,0,493.71377169,493.71377169,12,2013,2,2013,1,03,31
2013-03-31,Nonmarketable,Other,1306.59058654,0,1306.59058654,13,2013,2,2013,1,03,31
2013-03-31,Nonmarketable,State and Local Government Series,157814.15645215,0,157814.15645215,9,2013,2,2013,1,03,31
2013-03-31,Nonmarketable,United States Savings Securities,181783.33420465,0,181783.33420465,10,2013,2,2013,1,03,31
2013-03-31,Total Marketable,_,11377416.7098047,20588.67444253,11398005.3842472,6,2013,2,2013,1,03,31
2013-03-31,Total Nonmarketable,_,539471.13065938,4833902.51689054,5373373.64754992,14,2013,2,2013,1,03,31
2013-03-31,Total Public Debt Outstanding,_,11916887.840464,4854491.19133307,16771379.0317971,15,2013,2,2013,1,03,31
2013-02-28,Marketable,Bills,1738403.6138,3546.47,1741950.0838,1,2013,2,2013,1,02,28
2013-02-28,Marketable,Notes,7416574.0663,5887.541,7422461.6073,2,2013,2,2013,1,02,28
2013-02-28,Marketable,Bonds,1265672.62025,3488.25,1269160.87025,3,2013,2,2013,1,02,28
2013-02-28,Marketable,Federal Financing Bank,0,7111.559,7111.559,5,2013,2,2013,1,02,28
2013-02-28,Marketable,Treasury Inflation-Protected Securities,867353.42863709,315.72900305,867669.15764014,4,2013,2,2013,1,02,28
2013-02-28,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2013,2,2013,1,02,28
2013-02-28,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2013,2,2013,1,02,28
2013-02-28,Nonmarketable,Government Account Series,164095.46131104,4844010.27973365,5008103.74104469,11,2013,2,2013,1,02,28
2013-02-28,Nonmarketable,Hope Bonds,0,493.71377169,493.71377169,12,2013,2,2013,1,02,28
2013-02-28,Nonmarketable,Other,1345.75192372,0,1345.75192372,13,2013,2,2013,1,02,28
2013-02-28,Nonmarketable,State and Local Government Series,153956.86433504,0,153956.86433504,9,2013,2,2013,1,02,28
2013-02-28,Nonmarketable,United States Savings Securities,182054.42935979,0,182054.42935979,10,2013,2,2013,1,02,28
2013-02-28,Total Marketable,_,11288003.7289871,20349.54900305,11308353.2779901,6,2013,2,2013,1,02,28
2013-02-28,Total Nonmarketable,_,534432.33551959,4844502.99350534,5378936.32902493,14,2013,2,2013,1,02,28
2013-02-28,Total Public Debt Outstanding,_,11822436.0645067,4864852.54250839,16687288.6070151,15,2013,2,2013,1,02,28
2013-01-31,Total Nonmarketable,_,464943.52214143,4853527.25411207,5318470.7762535,14,2013,2,2013,1,01,31
2013-01-31,Total Public Debt Outstanding,_,11560176.3640381,4873616.45606889,16433791.820107,15,2013,2,2013,1,01,31
2013-01-31,Marketable,Bills,1604981.4969,2966.47,1607947.9669,1,2013,2,2013,1,01,31
2013-01-31,Marketable,Bonds,1249625.28175,3535.83,1253161.11175,3,2013,2,2013,1,01,31
2013-01-31,Marketable,Federal Financing Bank,0,7111.559,7111.559,5,2013,2,2013,1,01,31
2013-01-31,Marketable,Notes,7380027.6167,6137.492,7386165.1087,2,2013,2,2013,1,01,31
2013-01-31,Marketable,Treasury Inflation-Protected Securities,860597.44654666,337.85095682,860935.29750348,4,2013,2,2013,1,01,31
2013-01-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2013,2,2013,1,01,31
2013-01-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2013,2,2013,1,01,31
2013-01-31,Nonmarketable,Government Account Series,90661.35704327,4853032.54034038,4943693.89738365,11,2013,2,2013,1,01,31
2013-01-31,Nonmarketable,Hope Bonds,0,493.71377169,493.71377169,12,2013,2,2013,1,01,31
2013-01-31,Nonmarketable,Other,1328.28762574,0,1328.28762574,13,2013,2,2013,1,01,31
2013-01-31,Nonmarketable,State and Local Government Series,157728.50830091,0,157728.50830091,9,2013,2,2013,1,01,31
2013-01-31,Nonmarketable,United States Savings Securities,182244.54058151,0,182244.54058151,10,2013,2,2013,1,01,31
2013-01-31,Total Marketable,_,11095231.8418967,20089.20195682,11115321.0438535,6,2013,2,2013,1,01,31
2012-12-31,Total Public Debt Outstanding,_,11581518.4672974,4851212.55699793,16432730.0242953,15,2013,1,2012,4,12,31
2012-12-31,Marketable,Bills,1626479.959,2490.62,1628970.579,1,2013,1,2012,4,12,31
2012-12-31,Marketable,Bonds,1236668.66605,3492.47,1240161.13605,3,2013,1,2012,4,12,31
2012-12-31,Marketable,Federal Financing Bank,0,7111.559,7111.559,5,2013,1,2012,4,12,31
2012-12-31,Marketable,Notes,7320862.1178,6253.379,7327115.4968,2,2013,1,2012,4,12,31
2012-12-31,Marketable,Treasury Inflation-Protected Securities,849472.86975098,370.72022011,849843.58997109,4,2013,1,2012,4,12,31
2012-12-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2013,1,2012,4,12,31
2012-12-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2013,1,2012,4,12,31
2012-12-31,Nonmarketable,Government Account Series,168647.19445688,4831000.23558659,4999647.43004347,11,2013,1,2012,4,12,31
2012-12-31,Nonmarketable,Hope Bonds,0,493.57319123,493.57319123,12,2013,1,2012,4,12,31
2012-12-31,Nonmarketable,Other,1305.88445407,0,1305.88445407,13,2013,1,2012,4,12,31
2012-12-31,Nonmarketable,State and Local Government Series,162586.62037516,0,162586.62037516,9,2013,1,2012,4,12,31
2012-12-31,Nonmarketable,United States Savings Securities,182513.32682031,0,182513.32682031,10,2013,1,2012,4,12,31
2012-12-31,Total Marketable,_,11033483.612601,19718.74822011,11053202.3608211,6,2013,1,2012,4,12,31
2012-12-31,Total Nonmarketable,_,548033.85469642,4831493.80877782,5379527.66347424,14,2013,1,2012,4,12,31
2012-11-30,Total Nonmarketable,_,539992.273325,4796772.02419023,5336765.29751523,14,2013,1,2012,4,11,30
2012-11-30,Total Public Debt Outstanding,_,11553201.4282755,4816347.70670691,16369549.1349824,15,2013,1,2012,4,11,30
2012-11-30,Marketable,Bills,1692740.0053,2249.24,1694989.2453,1,2013,1,2012,4,11,30
2012-11-30,Marketable,Bonds,1223858.22825,3303.95,1227162.17825,3,2013,1,2012,4,11,30
