Source,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release
2021-05-27,-0.12,-0.12,-0.05,-0.05,-0.03,-0.03,-0.03,-0.03,254140813451.9,254140813451.9,117326686458.97,117326686458.97,819500587869.15,819500587869.15,1190968087780.02,1190968087780.02,2473787548.31,2473787548.31,19424109463.74,19424109463.74,819500587869.15,819500587869.15,841398484881.2,841398484881.2,0.01,0.01,null,null,null,null,null,null,-0.0,-0.0,0.01,0.01,164644000000.0,164644000000.0,125900000000.0,125900000000.0,29840000000.0,29840000000.0,75604000000.0,75604000000.0,66700000000.0,66700000000.0,231344000000.0,231344000000.0,43579000000.0,43579000000.0,null,null,null,null,null,null,33125000000.0,33125000000.0,76704000000.0,76704000000.0,0.03,0.03,0.31,0.31,0.38,0.38,0.1,0.1,0.19,0.19,0.02,0.02,0.01,0.01,0.04,0.04,406395534762.73,406395534762.73,76585693870.88,76585693870.88,108131622524.62,108131622524.62,82022988643.2,82022988643.2,190220613711.27,190220613711.27,1528701888741.5,1528701888741.5,1045654657564.44,1045654657564.44,1718856499909.32,1718856499909.32
2021-05-28,-0.05,-0.05,-0.0,-0.0,-0.03,-0.03,-0.03,-0.03,257942569349.88,257942569349.88,117280684047.33,117280684047.33,851700190123.96,851700190123.96,1226923443521.17,1226923443521.17,5805971374.5,5805971374.5,15931222480.86,15931222480.86,851700190123.96,851700190123.96,873437383979.32,873437383979.32,0.01,0.01,null,null,null,null,null,null,0.0,0.0,0.01,0.01,167803000000.0,167803000000.0,126050000000.0,126050000000.0,23490000000.0,23490000000.0,79820000000.0,79820000000.0,61557000000.0,61557000000.0,229360000000.0,229360000000.0,48038000000.0,48038000000.0,null,null,null,null,null,null,34832000000.0,34832000000.0,82870000000.0,82870000000.0,0.02,0.02,0.31,0.31,0.39,0.39,0.11,0.11,0.2,0.2,0.02,0.02,0.01,0.01,0.04,0.04,394163570055.58,394163570055.58,71961745898.66,71961745898.66,111004985281.65,111004985281.65,65998700000.0,65998700000.0,189959309095.29,189959309095.29,1512401289734.45,1512401289734.45,1033320349966.57,1033320349966.57,1689404975016.1,1689404975016.1
2021-06-01,0.05,0.05,-0.09,-0.09,-0.02,-0.02,-0.02,-0.02,254877553974.89,254877553974.89,110022084892.31,110022084892.31,948523477580.14,948523477580.14,1313423116447.34,1313423116447.34,3036178823.93,3036178823.93,19294537325.47,19294537325.47,948523477580.14,948523477580.14,970854193729.54,970854193729.54,0.02,0.02,null,null,null,null,null,null,0.02,0.02,0.02,0.02,188785000000.0,188785000000.0,127650000000.0,127650000000.0,19915000000.0,19915000000.0,109995000000.0,109995000000.0,68775000000.0,68775000000.0,257560000000.0,257560000000.0,69245000000.0,69245000000.0,null,null,null,null,null,null,43300000000.0,43300000000.0,112545000000.0,112545000000.0,0.03,0.03,0.28,0.28,0.37,0.37,0.07,0.07,0.18,0.18,0.02,0.02,0.01,0.01,0.04,0.04,406164268168.27,406164268168.27,72923718023.66,72923718023.66,108789825391.13,108789825391.13,104184691395.06,104184691395.06,195594698423.32,195594698423.32,1496677817849.09,1496677817849.09,1034969650020.03,1034969650020.03,1709652334635.28,1709652334635.28
2021-06-02,-0.1,-0.1,-0.12,-0.12,-0.01,-0.01,-0.02,-0.02,254480132419.35,254480132419.35,116007531275.3,116007531275.3,919399454711.58,919399454711.58,1289887118406.23,1289887118406.23,1946929529.56,1946929529.56,12219402567.21,12219402567.21,919399454711.58,919399454711.58,933565786808.35,933565786808.35,0.02,0.02,null,null,null,null,null,null,0.02,0.02,0.02,0.02,173925000000.0,173925000000.0,131800000000.0,131800000000.0,19765000000.0,19765000000.0,94347000000.0,94347000000.0,71987000000.0,71987000000.0,245912000000.0,245912000000.0,54785000000.0,54785000000.0,null,null,null,null,null,null,46512000000.0,46512000000.0,101297000000.0,101297000000.0,0.03,0.03,0.29,0.29,0.37,0.37,0.09,0.09,0.18,0.18,0.02,0.02,0.01,0.01,0.04,0.04,404215313704.97,404215313704.97,69696971197.27,69696971197.27,106165709654.84,106165709654.84,75409000000.0,75409000000.0,195671674452.81,195671674452.81,1503149488295.61,1503149488295.61,1015140238595.4,1015140238595.4,1684724197950.45,1684724197950.45
2021-06-03,-0.05,-0.05,-0.04,-0.04,-0.01,-0.01,-0.01,-0.01,256383990500.9,256383990500.9,116286337476.14,116286337476.14,895978175008.35,895978175008.35,1268648502985.39,1268648502985.39,2748468634.02,2748468634.02,22144201264.67,22144201264.67,895978175008.35,895978175008.35,920870844907.04,920870844907.04,0.02,0.02,null,null,null,null,null,null,0.01,0.01,0.02,0.02,173870000000.0,173870000000.0,132350000000.0,132350000000.0,20565000000.0,20565000000.0,84205000000.0,84205000000.0,63250000000.0,63250000000.0,237120000000.0,237120000000.0,51230000000.0,51230000000.0,null,null,null,null,null,null,37275000000.0,37275000000.0,88505000000.0,88505000000.0,0.03,0.03,0.3,0.3,0.39,0.39,0.09,0.09,0.19,0.19,0.02,0.02,0.01,0.01,0.04,0.04,406492772495.25,406492772495.25,68145033178.64,68145033178.64,104036008937.47,104036008937.47,88979050406.66,88979050406.66,195562855657.41,195562855657.41,1543724541077.74,1543724541077.74,1066538939090.57,1066538939090.57,1736739600421.87,1736739600421.87
2021-06-04,-0.03,-0.03,-0.04,-0.04,-0.01,-0.01,-0.01,-0.01,257993714836.0,257993714836.0,112155842136.68,112155842136.68,882053253705.11,882053253705.11,1252202810677.79,1252202810677.79,3400825715.69,3400825715.69,14752872542.14,14752872542.14,882053253705.11,882053253705.11,900206951962.94,900206951962.94,0.02,0.02,null,null,null,null,null,null,0.01,0.01,0.02,0.02,171645000000.0,171645000000.0,132950000000.0,132950000000.0,25465000000.0,25465000000.0,71655000000.0,71655000000.0,58425000000.0,58425000000.0,230070000000.0,230070000000.0,46005000000.0,46005000000.0,null,null,null,null,null,null,31150000000.0,31150000000.0,77155000000.0,77155000000.0,0.03,0.03,0.29,0.29,0.38,0.38,0.1,0.1,0.19,0.19,0.02,0.02,0.01,0.01,0.04,0.04,395288138344.53,395288138344.53,68303961261.97,68303961261.97,108286904354.13,108286904354.13,69449326818.86,69449326818.86,197171455877.63,197171455877.63,1533103584972.34,1533103584972.34,1050076260661.2,1050076260661.2,1710839816145.33,1710839816145.33
2021-06-07,-0.02,-0.02,-0.0,-0.0,-0.01,-0.01,-0.01,-0.01,260072759085.84,260072759085.84,115436613359.07,115436613359.07,873679345017.38,873679345017.38,1249188717462.29,1249188717462.29,4975733396.93,4975733396.93,10718897679.57,10718897679.57,873679345017.38,873679345017.38,889373976093.88,889373976093.88,0.02,0.02,null,null,null,null,null,null,0.01,0.01,0.01,0.01,169145000000.0,169145000000.0,133450000000.0,133450000000.0,26665000000.0,26665000000.0,66330000000.0,66330000000.0,57300000000.0,57300000000.0,226445000000.0,226445000000.0,39455000000.0,39455000000.0,null,null,null,null,null,null,29425000000.0,29425000000.0,68880000000.0,68880000000.0,0.02,0.02,0.3,0.3,0.38,0.38,0.11,0.11,0.19,0.19,0.02,0.02,0.01,0.01,0.04,0.04,390567259022.37,390567259022.37,65906439178.64,65906439178.64,103984587491.81,103984587491.81,61558000466.67,61558000466.67,192885631371.05,192885631371.05,1540772700019.95,1540772700019.95,1056955958406.37,1056955958406.37,1706315287978.43,1706315287978.43
2021-06-08,0.01,0.01,-0.07,-0.07,-0.01,-0.01,-0.01,-0.01,261602183255.54,261602183255.54,119889614277.48,119889614277.48,863535376867.4,863535376867.4,1245027174400.42,1245027174400.42,2593700445.6,2593700445.6,6181612541.22,6181612541.22,863535376867.4,863535376867.4,872310689854.22,872310689854.22,0.02,0.02,null,null,null,null,null,null,0.01,0.01,0.01,0.01,166420000000.0,166420000000.0,134000000000.0,134000000000.0,27040000000.0,27040000000.0,68205000000.0,68205000000.0,62825000000.0,62825000000.0,229245000000.0,229245000000.0,37030000000.0,37030000000.0,null,null,null,null,null,null,35450000000.0,35450000000.0,72480000000.0,72480000000.0,0.02,0.02,0.29,0.29,0.37,0.37,0.08,0.08,0.18,0.18,0.02,0.02,0.01,0.01,0.04,0.04,408269441335.65,408269441335.65,71540387548.64,71540387548.64,105877470994.45,105877470994.45,100905072334.41,100905072334.41,190536230054.3,190536230054.3,1546603251188.76,1546603251188.76,1083039735579.03,1083039735579.03,1753385794517.62,1753385794517.62
2021-06-09,0.01,0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,262227398760.14,262227398760.14,124239140646.88,124239140646.88,857702085772.23,857702085772.23,1244168625179.25,1244168625179.25,2428458494.93,2428458494.93,7707310155.19,7707310155.19,857702085772.23,857702085772.23,867837854422.35,867837854422.35,0.02,0.02,null,null,null,null,null,null,0.01,0.01,0.01,0.01,163426000000.0,163426000000.0,134000000000.0,134000000000.0,26540000000.0,26540000000.0,65836000000.0,65836000000.0,62950000000.0,62950000000.0,226376000000.0,226376000000.0,32386000000.0,32386000000.0,null,null,null,null,null,null,33450000000.0,33450000000.0,65836000000.0,65836000000.0,0.02,0.02,0.29,0.29,0.38,0.38,0.09,0.09,0.18,0.18,0.02,0.02,0.01,0.01,0.04,0.04,404617594668.93,404617594668.93,68542441928.64,68542441928.64,103518509828.96,103518509828.96,76797119573.21,76797119573.21,195628419087.26,195628419087.26,1556806555464.53,1556806555464.53,1068333729181.87,1068333729181.87,1737122184866.7,1737122184866.7
2021-06-10,0.04,0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,263822665377.56,263822665377.56,127107153439.4,127107153439.4,872329605366.3,872329605366.3,1263259424183.26,1263259424183.26,4485912661.51,4485912661.51,20468916447.16,20468916447.16,872329605366.3,872329605366.3,897284434474.97,897284434474.97,0.02,0.02,null,null,null,null,null,null,0.01,0.01,0.01,0.01,170577000000.0,170577000000.0,134000000000.0,134000000000.0,27290000000.0,27290000000.0,74262000000.0,74262000000.0,64975000000.0,64975000000.0,235552000000.0,235552000000.0,40687000000.0,40687000000.0,null,null,null,null,null,null,35475000000.0,35475000000.0,76162000000.0,76162000000.0,0.02,0.02,0.29,0.29,0.38,0.38,0.1,0.1,0.18,0.18,0.02,0.02,0.01,0.01,0.04,0.04,403877738265.6,403877738265.6,73873814053.64,73873814053.64,103586834576.36,103586834576.36,83700105651.25,83700105651.25,194918424111.98,194918424111.98,1601437895438.4,1601437895438.4,1116054859234.79,1116054859234.79,1788724835666.01,1788724835666.01
2021-06-11,0.01,0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,266102057112.55,266102057112.55,129008274248.33,129008274248.33,838006760103.56,838006760103.56,1233117091464.44,1233117091464.44,2876207313.38,2876207313.38,12451980343.44,12451980343.44,838006760103.56,838006760103.56,853334947760.38,853334947760.38,0.02,0.02,null,null,null,null,null,null,0.01,0.01,0.02,0.02,170778000000.0,170778000000.0,135100000000.0,135100000000.0,25990000000.0,25990000000.0,67138000000.0,67138000000.0,57450000000.0,57450000000.0,228228000000.0,228228000000.0,42138000000.0,42138000000.0,null,null,null,null,null,null,27950000000.0,27950000000.0,70088000000.0,70088000000.0,0.02,0.02,0.29,0.29,0.38,0.38,0.11,0.11,0.18,0.18,0.02,0.02,0.01,0.01,0.04,0.04,399177381539.49,399177381539.49,73158450928.64,73158450928.64,114427756973.58,114427756973.58,63863054013.61,63863054013.61,205901817958.59,205901817958.59,1610189544922.86,1610189544922.86,1110242705483.33,1110242705483.33,1788480355910.05,1788480355910.05
2021-06-14,null,null,null,null,null,null,-0.02,-0.02,264577237537.56,264577237537.56,133303770225.89,133303770225.89,845477406087.68,845477406087.68,1243358413851.13,1243358413851.13,null,null,null,null,null,null,861820564939.96,861820564939.96,0.02,0.02,null,null,null,null,null,null,0.01,0.01,0.02,0.02,174105000000.0,174105000000.0,126625000000.0,126625000000.0,44240000000.0,44240000000.0,63940000000.0,63940000000.0,60700000000.0,60700000000.0,234805000000.0,234805000000.0,53315000000.0,53315000000.0,null,null,null,null,null,null,31100000000.0,31100000000.0,84415000000.0,84415000000.0,0.02,0.02,0.29,0.29,0.37,0.37,0.13,0.13,0.18,0.18,0.02,0.02,0.01,0.01,0.04,0.04,391378727818.0,391378727818.0,67092463817.53,67092463817.53,102765291126.99,102765291126.99,55198591710.53,55198591710.53,198094235876.5,198094235876.5,1646297000269.82,1646297000269.82,1147695455595.31,1147695455595.31,1804260883107.34,1804260883107.34
2021-06-15,0.04,0.04,0.0,0.0,-0.01,-0.01,-0.01,-0.01,267631855237.68,267631855237.68,121023049970.54,121023049970.54,900573993170.48,900573993170.48,1289228898378.7,1289228898378.7,3956945052.58,3956945052.58,20576983680.68,20576983680.68,900573993170.48,900573993170.48,925107921903.74,925107921903.74,0.02,0.02,null,null,null,null,null,null,0.01,0.01,0.01,0.01,180455000000.0,180455000000.0,124775000000.0,124775000000.0,46613000000.0,46613000000.0,72680000000.0,72680000000.0,63613000000.0,63613000000.0,244068000000.0,244068000000.0,42705000000.0,42705000000.0,null,null,null,null,null,null,34138000000.0,34138000000.0,76843000000.0,76843000000.0,0.02,0.02,0.28,0.28,0.37,0.37,0.08,0.08,0.18,0.18,0.02,0.02,0.01,0.01,0.04,0.04,411271232462.17,411271232462.17,71067680525.86,71067680525.86,104890980031.15,104890980031.15,97320213289.07,97320213289.07,199043580331.61,199043580331.61,1578598092341.83,1578598092341.83,1099426792342.41,1099426792342.41,1780809285662.05,1780809285662.05
2021-06-16,-0.03,-0.03,0.02,0.02,-0.01,-0.01,-0.01,-0.01,266327736240.51,266327736240.51,127158200735.0,127158200735.0,879613904973.41,879613904973.41,1273099841948.92,1273099841948.92,1505226464.15,1505226464.15,12396803860.02,12396803860.02,879613904973.41,879613904973.41,893515935297.58,893515935297.58,0.02,0.02,null,null,null,null,null,null,0.01,0.01,0.02,0.02,181505000000.0,181505000000.0,125575000000.0,125575000000.0,48213000000.0,48213000000.0,68567000000.0,68567000000.0,60850000000.0,60850000000.0,242355000000.0,242355000000.0,40592000000.0,40592000000.0,null,null,null,null,null,null,30925000000.0,30925000000.0,71517000000.0,71517000000.0,0.02,0.02,0.28,0.28,0.37,0.37,0.12,0.12,0.18,0.18,0.02,0.02,0.01,0.01,0.04,0.04,402995439056.34,402995439056.34,69797477143.92,69797477143.92,103531063932.55,103531063932.55,62072996284.72,62072996284.72,198913576149.11,198913576149.11,1580986806719.57,1580986806719.57,1074884374587.47,1074884374587.47,1746590866936.84,1746590866936.84
2021-06-17,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,267009610421.41,267009610421.41,135580688477.38,135580688477.38,892920062105.87,892920062105.87,1295510361004.66,1295510361004.66,5172513262.1,5172513262.1,13916028713.6,13916028713.6,892920062105.87,892920062105.87,912008604081.57,912008604081.57,0.04,0.04,null,null,null,null,null,null,0.04,0.04,0.04,0.04,194915000000.0,194915000000.0,122225000000.0,122225000000.0,60788000000.0,60788000000.0,94060000000.0,94060000000.0,82158000000.0,82158000000.0,277073000000.0,277073000000.0,56002000000.0,56002000000.0,null,null,null,null,null,null,54233000000.0,54233000000.0,110235000000.0,110235000000.0,0.06,0.06,0.28,0.28,0.37,0.37,0.11,0.11,0.19,0.19,0.06,0.06,0.05,0.05,0.08,0.08,417273242625.51,417273242625.51,69569763456.42,69569763456.42,104370479238.1,104370479238.1,94899561596.21,94899561596.21,196758173734.7,196758173734.7,1790734544976.42,1790734544976.42,1306403405994.1,1306403405994.1,1990004585810.73,1990004585810.73
2021-06-18,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,270429621173.73,270429621173.73,136794761146.22,136794761146.22,894538235727.71,894538235727.71,1301762618047.66,1301762618047.66,3673976915.7,3673976915.7,8296357019.96,8296357019.96,894538235727.71,894538235727.71,906508569663.37,906508569663.37,0.05,0.05,null,null,null,null,null,null,0.04,0.04,0.05,0.05,206888000000.0,206888000000.0,122475000000.0,122475000000.0,79388000000.0,79388000000.0,74269000000.0,74269000000.0,69244000000.0,69244000000.0,276132000000.0,276132000000.0,55650000000.0,55650000000.0,null,null,null,null,null,null,37769000000.0,37769000000.0,93419000000.0,93419000000.0,0.07,0.07,0.32,0.32,0.39,0.39,0.13,0.13,0.22,0.22,0.06,0.06,0.05,0.05,0.08,0.08,397441787387.58,397441787387.58,70835731928.64,70835731928.64,109057494238.1,109057494238.1,75346047500.0,75346047500.0,195103940862.38,195103940862.38,1772580852357.24,1772580852357.24,1293602933916.74,1293602933916.74,1956984394095.34,1956984394095.34
2021-06-21,0.06,0.06,0.02,0.02,0.02,0.02,0.02,0.02,265954382777.26,265954382777.26,138060364007.56,138060364007.56,877800217716.82,877800217716.82,1281814964501.64,1281814964501.64,960007812.5,960007812.5,2470134353.5,2470134353.5,877800217716.82,877800217716.82,881230359882.82,881230359882.82,0.05,0.05,null,null,null,null,null,null,0.04,0.04,0.05,0.05,192913000000.0,192913000000.0,86125000000.0,86125000000.0,112088000000.0,112088000000.0,73740000000.0,73740000000.0,79040000000.0,79040000000.0,271953000000.0,271953000000.0,67825000000.0,67825000000.0,null,null,null,null,null,null,45915000000.0,45915000000.0,113740000000.0,113740000000.0,0.07,0.07,0.31,0.31,0.39,0.39,0.15,0.15,0.22,0.22,0.06,0.06,0.05,0.05,0.08,0.08,382610771405.83,382610771405.83,68533352928.64,68533352928.64,107829482383.5,107829482383.5,59627000000.0,59627000000.0,198913406476.15,198913406476.15,1787536795934.26,1787536795934.26,1304935747507.14,1304935747507.14,1954993278317.76,1954993278317.76
2021-06-22,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01,271626087535.95,271626087535.95,138765334464.94,138765334464.94,884518048605.8,884518048605.8,1294909470606.69,1294909470606.69,7034191219.78,7034191219.78,8177347153.85,8177347153.85,884518048605.8,884518048605.8,899729586979.43,899729586979.43,0.04,0.04,null,null,null,null,null,null,0.04,0.04,0.04,0.04,194038000000.0,194038000000.0,86125000000.0,86125000000.0,111688000000.0,111688000000.0,71650000000.0,71650000000.0,75425000000.0,75425000000.0,269463000000.0,269463000000.0,32400000000.0,32400000000.0,null,null,null,null,null,null,40250000000.0,40250000000.0,72650000000.0,72650000000.0,0.07,0.07,0.31,0.31,0.39,0.39,0.12,0.12,0.21,0.21,0.06,0.06,0.05,0.05,0.08,0.08,394013066570.91,394013066570.91,73593420678.64,73593420678.64,105846518833.5,105846518833.5,99257708292.76,99257708292.76,196453821605.08,196453821605.08,1807202101118.51,1807202101118.51,1348246019390.14,1348246019390.14,2012306328244.77,2012306328244.77
2021-06-23,0.03,0.03,0.04,0.04,0.0,0.0,0.0,0.0,275222791634.93,275222791634.93,143355379438.75,143355379438.75,848922986446.4,848922986446.4,1267501157520.08,1267501157520.08,6328128298.21,6328128298.21,6521481753.62,6521481753.62,848922986446.4,848922986446.4,861772596498.23,861772596498.23,0.04,0.04,null,null,null,null,null,null,0.04,0.04,0.04,0.04,186213000000.0,186213000000.0,85125000000.0,85125000000.0,111713000000.0,111713000000.0,59825000000.0,59825000000.0,70450000000.0,70450000000.0,256663000000.0,256663000000.0,25675000000.0,25675000000.0,null,null,null,null,null,null,34275000000.0,34275000000.0,59950000000.0,59950000000.0,0.06,0.06,0.31,0.31,0.39,0.39,0.13,0.13,0.21,0.21,0.06,0.06,0.05,0.05,0.08,0.08,376875361987.47,376875361987.47,69478642471.69,69478642471.69,103895692040.39,103895692040.39,73132658971.52,73132658971.52,193874619752.29,193874619752.29,1815999051834.53,1815999051834.53,1352798778634.99,1352798778634.99,1993027402846.44,1993027402846.44
2021-06-24,0.06,0.06,-0.01,-0.01,0.01,0.01,0.01,0.01,274632408866.53,274632408866.53,141264329830.61,141264329830.61,873264553814.85,873264553814.85,1289161292511.99,1289161292511.99,2057162364.88,2057162364.88,17993055920.8,17993055920.8,873264553814.85,873264553814.85,893314772100.53,893314772100.53,0.06,0.06,null,null,null,null,null,null,0.05,0.05,0.05,0.05,178480000000.0,178480000000.0,86375000000.0,86375000000.0,78913000000.0,78913000000.0,90767000000.0,90767000000.0,77575000000.0,77575000000.0,256055000000.0,256055000000.0,52567000000.0,52567000000.0,null,null,null,null,null,null,46850000000.0,46850000000.0,99417000000.0,99417000000.0,0.06,0.06,0.33,0.33,0.4,0.4,0.13,0.13,0.21,0.21,0.06,0.06,0.05,0.05,0.08,0.08,399579899805.1,399579899805.1,78534224153.64,78534224153.64,111714177997.33,111714177997.33,82090193338.0,82090193338.0,195934854225.85,195934854225.85,1832638833178.8,1832638833178.8,1352394226329.54,1352394226329.54,2026443204514.13,2026443204514.13
2021-06-25,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,272639552495.38,272639552495.38,134703902385.17,134703902385.17,863300462375.24,863300462375.24,1270643917255.79,1270643917255.79,1748900156.24,1748900156.24,9172787903.13,9172787903.13,863300462375.24,863300462375.24,874222150434.61,874222150434.61,0.06,0.06,null,null,null,null,null,null,0.05,0.05,0.06,0.06,173088000000.0,173088000000.0,87675000000.0,87675000000.0,81663000000.0,81663000000.0,82425000000.0,82425000000.0,78675000000.0,78675000000.0,251763000000.0,251763000000.0,51725000000.0,51725000000.0,null,null,null,null,null,null,42200000000.0,42200000000.0,93925000000.0,93925000000.0,0.07,0.07,0.32,0.32,0.39,0.39,0.15,0.15,0.22,0.22,0.06,0.06,0.05,0.05,0.08,0.08,389166417990.28,389166417990.28,71081007953.64,71081007953.64,107345255365.39,107345255365.39,62697315615.0,62697315615.0,193070891202.11,193070891202.11,1778814032094.56,1778814032094.56,1295538285928.92,1295538285928.92,1948856603074.95,1948856603074.95
2021-06-28,null,null,null,null,null,null,0.02,0.02,271537224305.72,271537224305.72,135853489640.82,135853489640.82,845326514222.77,845326514222.77,1252717228169.31,1252717228169.31,null,null,null,null,null,null,857510701784.03,857510701784.03,0.06,0.06,null,null,null,null,null,null,0.05,0.05,0.06,0.06,180363000000.0,180363000000.0,87575000000.0,87575000000.0,83688000000.0,83688000000.0,85700000000.0,85700000000.0,76600000000.0,76600000000.0,256963000000.0,256963000000.0,55600000000.0,55600000000.0,null,null,null,null,null,null,36775000000.0,36775000000.0,92375000000.0,92375000000.0,0.07,0.07,0.31,0.31,0.39,0.39,0.15,0.15,0.21,0.21,0.06,0.06,0.05,0.05,0.08,0.08,385827279955.14,385827279955.14,68584138032.8,68584138032.8,103781618254.11,103781618254.11,59015988035.31,59015988035.31,195358810061.99,195358810061.99,1817838275071.99,1817838275071.99,1330865653311.48,1330865653311.48,1980635881361.41,1980635881361.41
2021-06-29,0.03,0.03,0.04,0.04,0.01,0.01,0.01,0.01,274215958037.05,274215958037.05,136582249797.18,136582249797.18,844133892867.91,844133892867.91,1254932100702.14,1254932100702.14,2921951968.79,2921951968.79,9852552813.97,9852552813.97,844133892867.91,844133892867.91,856908397650.67,856908397650.67,0.06,0.06,null,null,null,null,null,null,0.03,0.03,0.05,0.05,185963000000.0,185963000000.0,88125000000.0,88125000000.0,94263000000.0,94263000000.0,74375000000.0,74375000000.0,70800000000.0,70800000000.0,256763000000.0,256763000000.0,54525000000.0,54525000000.0,null,null,null,null,null,null,30975000000.0,30975000000.0,85500000000.0,85500000000.0,0.07,0.07,0.32,0.32,0.39,0.39,0.12,0.12,0.22,0.22,0.06,0.06,0.05,0.05,0.08,0.08,396591713660.64,396591713660.64,72931705178.64,72931705178.64,110008743302.71,110008743302.71,91026521055.03,91026521055.03,199880175771.51,199880175771.51,1851689489891.53,1851689489891.53,1383321159638.48,1383321159638.48,2052724754249.27,2052724754249.27
2021-06-30,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,222522419259.43,222522419259.43,121211099278.07,121211099278.07,919870148168.97,919870148168.97,1263603666706.47,1263603666706.47,7923206250.0,7923206250.0,10524947221.34,10524947221.34,919870148168.97,919870148168.97,938318301640.31,938318301640.31,0.08,0.08,null,null,null,null,null,null,0.05,0.05,0.06,0.06,157739000000.0,157739000000.0,64225000000.0,64225000000.0,61788000000.0,61788000000.0,107411000000.0,107411000000.0,75685000000.0,75685000000.0,233424000000.0,233424000000.0,67401000000.0,67401000000.0,null,null,null,null,null,null,47310000000.0,47310000000.0,114711000000.0,114711000000.0,0.07,0.07,0.33,0.33,0.4,0.4,0.15,0.15,0.22,0.22,0.06,0.06,0.05,0.05,0.08,0.08,367885061654.7,367885061654.7,68721707303.64,68721707303.64,108186004252.71,108186004252.71,64580895689.04,64580895689.04,195842904001.68,195842904001.68,1971780448685.56,1971780448685.56,1512097675667.29,1512097675667.29,2144547348627.31,2144547348627.31
